2004 -0.9 0.9
2005 -0.9 0.7
2006 -0.9 0.5
2007 -0.9 0.3
2008 -0.9 0.1
2009 -0.9 -0.1
2010 -0.9 -0.3
2011 -0.9 -0.5
2012 -0.9 -0.7
2013 -0.9 -0.9
2014 -0.7 0.9
2015 -0.7 0.7
2016 -0.7 0.5
2017 -0.7 0.3
2018 -0.7 0.1
2019 -0.7 -0.1
2020 -0.7 -0.3
2021 -0.7 -0.5
2022 -0.7 -0.7
2023 -0.7 -0.9
2024 -0.5 0.9
2025 -0.5 0.7
2026 -0.5 0.5
2027 -0.5 0.3
2028 -0.5 0.1
2029 -0.5 -0.1
2030 -0.5 -0.3
2031 -0.5 -0.5
2032 -0.5 -0.7
2033 -0.5 -0.9
2034 -0.3 0.9
2035 -0.3 0.7
2036 -0.3 0.5
2037 -0.3 0.3
2038 -0.3 0.1
2039 -0.3 -0.1
2040 -0.3 -0.3
2041 -0.3 -0.5
2042 -0.3 -0.7
2043 -0.3 -0.9
2044 -0.1 0.9
2045 -0.1 0.7
2046 -0.1 0.5
2047 -0.1 0.3
2048 -0.1 0.1
2049 -0.1 -0.1
2050 -0.1 -0.3
2051 -0.1 -0.5
2052 -0.1 -0.7
2053 -0.1 -0.9
2054 0.1 0.9
2055 0.1 0.7
2056 0.1 0.5
2057 0.1 0.3
2058 0.1 0.1
2059 0.1 -0.1
2060 0.1 -0.3
2061 0.1 -0.5
2062 0.1 -0.7
2063 0.1 -0.9
2064 0.3 0.9
2065 0.3 0.7
2066 0.3 0.5
2067 0.3 0.3
2068 0.3 0.1
2069 0.3 -0.1
2070 0.3 -0.3
2071 0.3 -0.5
2072 0.3 -0.7
2073 0.3 -0.9
2074 0.5 0.9
2075 0.5 0.7
2076 0.5 0.5
2077 0.5 0.3
2078 0.5 0.1
2079 0.5 -0.1
2080 0.5 -0.3
2081 0.5 -0.5
2082 0.5 -0.7
2083 0.5 -0.9
2084 0.7 0.9
2085 0.7 0.7
2086 0.7 0.5
2087 0.7 0.3
2088 0.7 0.1
2089 0.7 -0.1
2090 0.7 -0.3
2091 0.7 -0.5
2092 0.7 -0.7
2093 0.7 -0.9
2094 0.9 0.9
2095 0.9 0.7
2096 0.9 0.5
2097 0.9 0.3
2098 0.9 0.1
2099 0.9 -0.1
2100 0.9 -0.3
2101 0.9 -0.5
2102 0.9 -0.7
2103 0.9 -0.9
